sent0,sent1
Istri Panji Gumilang Ditangkap karena Terlibat Kasus Pencabulan di Ponpes Al Zaytun," Akun Facebook tersebut mengunggah video berjudul ""BREAKING NEWS ISTRI PANJI GUMILANG DITANGKAP TERBUKTI TERLIBAT DIKASUS PENCABULAN AL ZAYTUN"""
"Kemenag: Korupsi Itu Perbedaan Dalam Mencari Rezeki, Tidak Bertentangan Dengan Syariat","Beredar postingan yang berisikan laman petroksi[dot]blogspot[dot]com dengan judul “Kemenag: Korupsi Itu Perbedaan Dalam Mencari Rezeki, Tidak Bertentangan Dengan Syariat"
"“Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI”"," Adapun, janji yang ditagih ialah pemberian bantuan bagi bantuan sembako di DKI Jakarta kepada warga ber-KTP Jateng"
Surat Gubernur Kaltara Meminta Bantuan Dana Pengamanan Pelaksanaan Pilkada Kaltara 2020, Bantuan yang sudah terealisasi harap dilaporakan kepada Sekretaris daerah KALTARA beserta bukti pengirimannya untuk diakumulasikan dan diteruskan ke beberapa bidang pelaksana paling lambat tanggal 9 Oktober 20204
"Foto “Anak Durhaka berubah menjadi Buaya di Gunung Picung, Kecamatan Tenjolaya, Kabupaten Bogor”","Beredar artikel berjudul “Nauzubillahi Min Zalik, Anak Durhaka Berubah Menjadi Buaya"
ANEURISMA OTAK MERUPAKAN CEDERA YANG SERIUS DAN UMUM TERJADI AKIBAT VAKSIN MRNA…, Unggahan itu menyebut bahwa aneurisma otak yang dialami Jamie Foxx merupakan cedera serius akibat vaksin mRNA Covid-19 yang umum terjadi pada orang berusia muda
ANAK BUNGSU FERDY SAMBO HASIL HUBUNGAN GELAP PUTRI DAN KUAT MARUF,asisten rumah tangga (ART) Ferdy Sambo dan Putri Candrawathi mengungkap anak bungsu Ferdy Sambo merupakan hasil hubungan gelap Putri dengan Kuat Ma’ruf
ORMAS DAPAT DUIT DARI INFAQ,"Enak aja gak ngapa2an Ormas dapat duit dari infaq masjid, pemimpin sontoloyo buat kebijakan asal2an seperti ini"
HADIAH PEMENANG GIVEAWAY DARI BANK BRI SEBESAR RP 50.500.000," Pada percakapan itu, BRI disebutkan sedang memberikan hadiah berupa giveaway sebesar Rp 50"
“Buntut terbunuhnya jenderal BIN di papua. Pengiriman pasukan TNI secara masiv ke Papua sedang dipersiapkan.”,Beredar pesan beranta Whatsapp yang bertuliskan “Buntut terbunuhnya jenderal BIN di papua
Potret Reka ulang Bentuk Wajah dari Mumi Firaun Ramses II,"Narasi dalam postingan:“Reka Ulang mirip Seperti, siapa yaa ”Narasi dalam gambar:“Beginilah Potret Reka Ulang Bentuk Wajah Dari Mumi Firaun Ramses II Yang Tenggelam Di Laut Merah"
Akun WhatsApp Bupati Bojonegoro Anna Mu’awanah “+6281334073094”,Beredar sebuah akun WhatsApp Bupati Bojonegoro Anna Mu’awanah dengan nomor “+6281334073094”
6 Ormas Ini Resmi Dibubarkan Pemerintah,Ormas-ormas di atas jelas bertentangan dengan prinsip yang ada di Pancasila sebagai dasar negara Indonesia
OKTOBER 2019 PRABOWO-SANDI DILANTIK,"Beredar Informasi di media sosial, yang menarasikan Oktober 2019 Prabowo-Sandi Dilantik"
Pesan Berantai PT MOSI Tawarkan Rapid Test Kit COVID-19,Beredar pesan berantai atas nama PT Mutiara Optima Sinergi Indonesia (MOSI) yang mengklaim bahwa pihaknya telah bekerja sama dengan beberapa BUMN untuk mendatangkan Rapid Test Kit
"BERAS PLASTIK ASAL RRC, BEREDAR DI CIREBON",Sebuah gambar beredar di WhatsApp dan di Facebook berisi klaim tentang beras sintetis bermerk ‘Tani Jaya’ dari Cina mengandung racun yang telah beredar di Cirebon
BEREDAR FOTO BAYI MENGALAMI RUAM SEKUJUR TUBUH SETELAH IBU YANG MENYUSUI DIVAKSIN," Diklaim, bayi tersebut mengalami ruam karena mendapat ASI dari ibunya yang telah divaksin covid-19"
“Ditemukan sudah jadi es batu”,“Main petak umpet dicariin kmana2 gak taunya ditemukan didalam lemari es
Campuran Air Panas dan Pare Mampu Bunuh Sel Kanker,"Tks!Air pare yang panas dapat Membunuh Sel KangkerPare dapat membunuh sel kanker!Potong 2-3 irisan tipis pare taruh dalam gelas, tuang air panas, air akan menjadi alkalin (basa), minum setiap hari, terhadap siapapun akan bermanfaat"
"Akan Ada Gempa Lebih Besar dan Tsunami, BMKG Minta Masyarakat Keluar dari Mamuju","Beredar melalui pesan berantai Whatsapp terkait masyarakat diminta keluar dari Mamuju, Sulawesi Barat karena gempa susulan dengan frekuensi 7,0 skala richter yang berpotensi dan tsunami"
Rafi Ahmad Dikabarkan Meninggal Usai Kecelakaan Dini Hari saat Pulang Syuting,"com, Senin, 19 Juli 2021, Raffi Ahmad masih terlihat mengunggah video dirinya sedang berbicara dan tampak sehat"
“baru perjalanan AS ke Indonesia sudah susut 1 juta”, baru perjalanan AS ke Indonesia sudah susut 1 juta
Video “sebagian pekerjaan pembangunan PLTU Morowali”,TIDAK terkait pembangunan PLTU Morowali
Surat Informasi Alokasi Bantuan Dana Desa oleh BAPPENAS,Beredar sebuah informasi di media online mengatasnamakan Kementrian Badan Perencanaan dan Pembangunan Nasional (Bappernas) RI
POSTER HABIB RIZIEQ TARIK DUKUNGAN KE PRABOWO-SANDI,POSTER HABIB RIZIEQ TARIK DUKUNGAN KE PRABOWO-SANDI
NOMOR WHATSAPP MENGATASNAMAKAN PJ WALIKOTA CIMAHI,akun WhatsApp yang mengatasnamakan Penjabat (Pj) Wali Kota Cimahi Dikdik Suratno Nugrahawan
Pemerintah Suntik Paksa Vaksin Mematikan secara Massal pada 22 Februari 2022,"Klaim pemerintah akan lakukan penyuntikan massal vaksin mematikan secara paksa pada 22 Februari 2022, beredar lewat aplikasi percakapan WhatsApp, berikut isinya:""BocoranWASPADA NASIONAL"
IRIANA JOKOWI DAN PANGLIMA DAYAK PIMPIN RIBUAN MASSA KEPUNG RUMAH ROCKY GERUNG,Klaim Iriana Jokowi dan panglima Dayak yang membawa ribuan orang keluar dari rumah Rocky Gerung tersebar luas
VIDEO DENGAN JUDUL: TGL 3-7-2021. JKT PPKM WARGA ASING MASUK DI SOETA," JKT PPKM WARGA ASING MASUK DI SOETA  Beredar Video singkat menampakkan puluhan penumpang pesawat yang disebut sebagai warga negara asing (WNA) tiba di Bandara Soekarno-Hatta, Kota Tangerang"
TAMBAHAN PELAT BESI UNTUK MENGURANGI ISI GAS DALAM TABUNG 3KG,TAMBAHAN PELAT BESI UNTUK MENGURANGI ISI GAS DALAM TABUNG 3KGTelah beredar informasi di media sosial terkait kecurangan pada tabung gas elpiji 3 kg
VAKSIN COVID 19 MENGANDUNG SITOTOKSIK,"VAKSIN COVID 19 MENGANDUNG SITOTOKSIKBeredar video berdurasi 15 menit itu menunjukkan tiga orang yang mendiskusikan vaksin COVID-19 dan protein lonjakan berulang kali digambarkan sebagai ""sangat berbahaya"" dan ""sitotoksik"
ASI BERUBAH WARNA JADI BIRU HIJAU SETELAH VAKSINASI COVID-19,vaksin Covid-19 dapat mengubah warna air susu ibu (ASI) menjadi biru-hijau dan warnanya akan menempel pada lidah bayi
"""Ahok menjual buku bantu Mako Brimob""","Menurut Ahok, dia menghimpun dana dengan menjual aneka buku hadiah ulang tahunnya yang ke 51 pada tangal 29 Juni lalu"
Hadiah Voucher Pulsa Dari Telegram Senilai 500 Ribu Rupiah,Pesan tersebut berisi pengumuman bahwa si penerima pesan berhak mendapatkan hadiah voucher pulsa gratis senilai 500 ribu rupiah dalam rangka meningkatkan pengguna aplikasi telegram
Taman Pagoda di Tibet dan Bunga yang Mekar hanya 400 Tahun Sekali,Taman ini yang unik dan suciterletak di Himalaya dengan semua bunga dalam warna yang berbeda mekar sekali dalam 400 tahun
"Karena Suramadu Ditutup, Para Pemudik Terpaksa Berenang di Laut",Akun facebook bernama Jujun Damacai mengunggah 2 buah foto yang menunjukkan banyak prang menyeberangi Laut Suramadu dan diklaim merupakan para pemudik karena Suramadu ditutup
Bupati Bojonegoro Dr. Hj. Anna Muawanah terpapar Covid-19,“Bupati bojonegoro positip covid 19 setelah adanya rapid masal di lingkungan Pemda
"“Rombongan Koruptor, Tak Satupun Yang Diborgol!?”"," Tapi rombongan MALING GEDE alias KORUPTOR…Nggak ada satupun yang diborgol, tuh…Hehehehe …"
ORANG YANG BERHALANGAN DIVAKSIN TIDAK BISA NAIK KRL,orang yang berhalangan divaksin tidak bisa menumpang Commuter Line (KRL)
Razia Masker Serentak di Seluruh Wilayah Indonesia dengan Denda Rp250.000,"Just info! Dari Ditlantas Polda besok ada razia Masker serentak di seluruh wilayah indonesia, dan melibatkan langsung turun lapangan dari semua lintas sektor dan dari kejaksaan, polisi, Pom dll…dan kalau ada yg TDK pakai masker langsung di tindak bayar ditempat 250"
Selebaran DPO Provokator Kerusuhan Veronica Koman oleh Polda Metro Jaya, Dalam selebaran yang beredar itu tertulis lambang Polda Metro Jaya
Arnold Schwarzenegger Tidur di Luar Hotel Karena Tidak Dapat Memesan Kamar,Akhirnya Arnold tidur diluar di bawah patungnya
VIDEO KH SAMI'AN MLANGI SLEMAN DAN MASHUDI MENINGGAL USAI HIRUP NAFAS PASIEN COVID-19," Selanjutnya, Dalam video itu diberikan narasi, ""Innalillahi Rais Syuriah PCNU Sleman KH"
VIDEO MODUS SEORANG LAKI-LAKI GUNAKAN HIJAB BERTAMU DAN BERBUAT JAHAT,VIDEO MODUS SEORANG LAKI-LAKI GUNAKAN HIJAB BERTAMU DAN BERBUAT JAHAT
Akun WhatsApp Wakil Wali Kota Sukabumi Andri Setiawan Hamami “085805025738”, akun tersebut memakai nama dan foto profil Andri Setiawan Hamami
"Video Kapal China Masuk Natuna,TNI Siaga Tempur! TERKINI!","“Kapal China Masuk Natuna,TNI Siaga Tempur !! -TERKINI !!"
Foto Masa Kecil Bill Gates pada Tahun 1963," Unggahan tersebut disertai keterangan yang menyatakan bahwa sosok tersebut adalah Bill Gates saat masih anak-anak, tepatnya pada tahun 1963"
RESEP DARI PALESTINA ; LEMON DAN TEH PANAS DAPAT MENYEMBUHKAN INFEKSI VIRUS COVID19,lemon dan teh panas dapat menyembuhkan infeksi virus covid19
JOKOWI TERKEJUT!!GATOT NURMANTYO RESMI CAWAPRES ANIES PILIHAN RAKYAT DI 2024.,“JOKOWI TERKEJUT!!GATOT NURMANTYO RESMI CAWAPRES ANIES PILIHAN RAKYAT DI 2024
PESAWAT KEPRESIDENAN DIJUAL,Yang menanyakan kebenaran sebuah informasi tentang Pesawat Kepresidenan Dijual
"GEDUNG MOONTON, PENGEMBANG MOBILE LEGEND KEBAKARAN",gedung Moonton yang merupakan pengembang gim Mobile Legends mengalami kebakaran
"Video “BERITA VIRAL ~ YUSRIL GANDENG HOTMAN PARIS, BIKIN SBY & AHY TAK TERTOLONG ~ BERITA TERBARU”","” Pada thumbnail-nya tertulis narasi “~~MAMPHUUSS…!!! AHY TAK TERTOLONG YUSRIL GANDENG HOTMAN PARIS, BIKIN CIKEAS HANCUR"
PEJABAT DENMARK MENINGGAL KARENA DIRACUN SAAT UMUMKAN LARANGAN VAKSIN ASTRAZENECA,"Video itu memuat teks yang berbunyi: ""Denmark pencegahan vaksin AstraZeneca dan selama pengumuman berlangsung salah satu pejabat pemerintah pingsan dan meninggal"
Program Imunisasi HPV Nasional Adalah Desain Genosida Terhadap Umat Muslim,“HATI-HATI PEMBUNUHAN MASSAL BERKEDOK VAKSINASI IMUNISASI
"Artis Iis Dahlia Ditangkap Usai Jual Surat Swab Antigen Serta PCR Palsu, Terancam 6 Tahun Penjara", Nampak foto artis Iis Dahlia yang di pasang dalam artikel tersebut
PBB MENYATAKAN TANGGAL 5 DESEMBER SEBAGAI HARI RAJA INTERNASIONAL,"PBB menyatakan tanggal 5 Desember sebagai ""Hari Raja Internasional"" untuk menghormati mendiang raja Thailand, Bhumibol Adulyadej"
XI JINPING SEBUT TIONGKOK SIAP BIAYAI PEMBANGUNAN KIBLAT BARU UMAT ISLAM NUSANTARA,Presiden Tiongkok Xi Jinping mengatakan pihaknya siap membiayai seluruh kebutuhan pembangunan kiblat baru umat Islam Nusantara
DIAN ANIC CALON WAKIL BUPATI INDRAMAYU,"Beredar selebaran digital di media sosial Facebook, dalam postingan tersebut menampilkan seorang Penyanyi Dangdut, yaitu Dian Anic menjadi Calon Wakil Bupati Indramayu"
Foto Habib Rizieq Ditangkap Warga,Akun facebook bernama Jhon Jhon mengunggah sebuah foto yang memperlihatkan Habib Rizieq Shihab ditangkap warga dan hanya menggunakan celana pencek
Foto SBY Beri Restu Anies Baswedan Menuju RI 1,"Akun Twitter @bewoking mengunggah foto disertai dengan narasi yang menggambarkan bahwa dalam foto tersebut, Susilo Bambang Yudhoyono memberikan restu kepada Anies Baswedan untuk maju menuju RI 1"
FADLI ZON DIJEMPUT DENSUS 88,Politikus Partai Gerindra Fadli Zon dijemput detasemen khusus (Densus) Antiteror 88
PEREMPUAN RUSIA YANG 16 TAHUN DIRAWAT OLEH ANJING.,"Beredar di media sosial Facebook video seorang perempuan berlari menggunakan kaki dan tangan, pada postingan video tersebut diberi narasi ""ini terjadi di Rusia: 16 tahun dibesarkan oleh anjing, karena diterlantarkan orang tuanya dari umur 3 tahun"
"PERINGATI HUT RI KE-76, KOMINFO BERIKAN KUOTA INTERNET GRATIS 150GB",Kementerian Komunikasi dan Informatika RI memberikan kuota data internet 150GB secara gratis mulai 17 Agustus hingga 31 Agustus
ANJING RABIES AKAN MATI SETELAH GIGIT MANUSIA,anjing rabies biasanya mati setelah menggigit manusia
Ternyata Biaya untuk Cuci Ginjal Kurang dari 10.000,Narasi:“Ternyata Biaya utk Cuci Ginjal kurang dari : Rp
TERDAPAT KANDUNGAN ZAT BERACUN DALAM DOKUMEN VAKSIN COVID-19 DI AUSTRALIA,"adanya tulisan ""poison"" atau ""racun"" pada dokumen vaksin covid-19 di Australia"
Anies Baswedan Terlibat Kontrak Politik dengan HTI,Akun Facebook Idah Nurhayati mengunggah gambar yang menyatakan bahwa Gubernur DKI Jakarta Anies Baswedan terlibat kontrak politik dengan HTI
"Penyemprotan Disinfektan DKI Jakarta Dimulai 19 Maret 2020, Warga Dihimbau Tak Melintas",larangan keluar rumah karena ada penyemprotan disinfektan corona di 29 jalan Jakarta pada 19 Maret hoax ???===SUMBER: PESAN BERANTAI WHATSAPP===NARASI:InformasiUntuk seluruh warga DKI JAKARTA Pada tanggal 19 Maret 2020 Pukul 14
“Pembakaran kedutaan Perancis di Sudan untuk menolak gambar Nabi yang menghina”,"com/100056193934092) mengunggah sebuah video dengan narasi sebagai berikut:“Pembakaran kedutaan Perancis di Sudan untuk menolak gambar Nabi yang menghina, semoga Tuhan memberkatinya dan memberinya kedamaian"
RESTAURAN BURGER KING MALL TAMAN ANGGREK MENYAJIKAN DAGING BURGER BUSUK,bahan daging yang di sajikan burger king bukan daging segar yang berkualitas dan bermutu bagus
Tentara Australia Menyerah kepada Pasukan Indonesia,com/@jenderal538) pada 27 Desember 2022 mengunggah video dengan klaim bahwa sebanyak 41 orang tentara Australia memilih untuk menyerah kepada pasukan militer Indonesia
UAS Jadi Tersangka!! Polri Amankan Uang Sumbangan Umat, Video tersebut memuat judul “Berita Terkini ~ UAS Jadi Tersangka!! Polri Amankan Uang Sumbangan Umat”
"SERTIFIKAT DARI POLRI UNTUK PESERTA WORKSHOP ""MENCARI UNTUNG MELALUI BLOG""", Setelah kami melakukan penelusuran Polri tidak pernah mengeluarkan sertifikat tersebut
"TEPUKAN TANGAN, LENGAN DAN KETIAK 9X ATASI SERANGAN JANTUNG","TEPUKAN TANGAN, LENGAN DAN KETIAK 9X ATASI SERANGAN JANTUNG"
"SENAYAN CITY MALL DAN TOWER SCTV PANIN DIJUAL, HARGANYA RP.4,5 TRILIUN",menara di sekitarnya dijual dengan harga Rp
IMBAUAN BANK INDONESIA MENGENAI MESIN ATM PENGURAS SALDO,Klaim tentang imbauan Bank Indonesia (BI) mewaspadai mesin ATM penguras saldo beredar di media sosial
MUI PAKAI DANA SERTIFIKASI HALAL UNTUK GERAKAN MELAWAN PEMERINTAH, Dalam informasi itu juga dikatakan dana untuk melawan pemerintah itu bersumber dari pengajuan sertifikasi halal MUI
“75 Tahun Indonesia Merdeka Baru Di Zaman Jokowi Lah Sumatera Mempunyai Jalan Tol”,12) pada 8 Juni 2020 mengunggah sebuah gambar dengan narasi yang menyebutkan bahwa jalan tol baru ada di Pulau Sumatera setelah 75 tahun Indonesia merdeka atau di zaman Pemerintahan Joko Widodo
VIDEO SEORANG PRIA DI ISRAEL MENINGGAL USAI VAKSINASI, Pria dalam video tersebut diklaim langsung meninggal sesaat setelah menerima vaksin Covid-19
"Korban main game , kalo sudah kena syaraf seperti ini bagaimana coba?",bs di sampaikn ke siswa2 kalo sdh kena syaraf seperti ini bagaimana coba ? Masa depan masih panjang …
Foto Bendera Ukraina dan Nazi “This is Ukraine White Supremacy.”,This is Ukraine White Supremacy
Foto “Erdogan cium tangan joe biden”,167) pada 16 Juni 2021 mengunggah foto yang memperlihatkan Presiden Turki Recep Tayyip Erdogan dan Presiden Amerika Serikat Joe Biden ke grup JAWA TENGAH DUKUNG JOKOWI 2 PERIODE UNTUK INDONESIA MAJU dengan narasi sebagai berikut:“Erdogan cium tangan joe biden serendah itukah turkey trhdab AS
"ASNAWI TIDAK BISA MENGELAK LAGI, IA RESMI BERGABUNG DENGAN MANCHESTER UNITED", Di thumbnail tampak foto Asnawi Mangkualam mengenakan jersey Manchester United
“Geoge Floyd tewas ditembak”,"NARASI“Geoge Floyd, pemuda kulit hitam tewas ditembak Polisi di Amerika"
Artikel “Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan di Indonesia”,"Presiden Jokowi telah setuju dengan tawaran bantuan yang di tawarkan oleh negara tirai bambu tersebut, Menurut Xi Jinping, negara China telah menggelar pertemuan dengan perwakilan dari KBRI di China mengenai status terbaru dari masalah asap di Indonesia"
"“ISTANA : TIDAK ADA LOCK DOWN DAERAH,  KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DI KENAKAN SANKSI”",Beredar informasi yang menyebutkan Presiden menegur keras Kepala Daerah yang menerapkan lockdown di daerahnya lantaran virus Corona atau wabah COVID-19
"RESMI MENIKAH DENGAN RULLY PILOT, DEWI PERSIK KAGET SAAT PARA MANTAN SUAMI HADIRI PESTA PERNIKAHAN","“RESMI MENIKAH DENGAN RULLY PILOT, DEWI PERSIK KAGET SAAT PARA MANTAN SUAMI HADIRI PESTA PERNIKAHAN”"
ISTRI KOBE BRYANT MENINGGAL BUNUH DIRI,"Vanessa Bryant, istri dari legenda basket Kobe Bryant bunuh diri"
Alfamart Membagikan Hadiah Mobil dan Belanja Gratis dalam Rangka HUT RI ke-77," Masih Dalam Rangka Memeriahkan HUT KEMERDEKAAN RI KE 77, Alfamart Club , Mulai dari hari ni Kami Akan Memberikan kejutan hadiah mobil dan Belanja GRATIS di setiap alfamart terdekat kepada 5 orang Pemenang di Facebook"
AHMAD DHANI BERENCANA CALONKAN DIRI SEBAGAI WALIKOTA SURABAYA," Telah beredar sebuah postingan di media sosial Facebook, yang berisi informasi bahwa artis dan politisi Ahmad Dhani berencana mencalonkan diri sebagai Walikota Surabaya"
Minuman Probiotik Dapat Membantu Sembuhkan Kanker," Namun, probiotik bukan obat kanker"
AKUN WHATSAPP MENGATASNAMAKAN WAKIL BUPATI KUNINGAN,akun WhatsApp yang mengatasnamakan Wakil Bupati Kuningan M
JOKOWI ANCAM DO MAHASISWA YANG DEMO TOLAK TIGA PERIODE,Presiden Joko Widodo (Jokowi) mengancam drop out (DO) mahasiswa yang melakukan demonstrasi penolakan masa jabatan tiga periode
PENGEMUDI TAKSI ONLINE DAPAT ORDER JENAZAH DI BOGOR,Beredar kabar viral di media sosial mengenai driver taksi online mendapatkan order jenazah di Bogor
Iis Dahlia Meninggal Dunia,"Pada 3 Desember 2022, channel YouTube Galeri Seleb mengunggah video dengan thumbnail yang mengklaim bahwa penyanyi Iis Dahlia telah meninggal dunia dengan cara gantung diri di dalam rumahnya"
"JENIS SUARA SIRINE AMBULANS (AMBULANCE), MEMILIKI FUNGSI YANG BERBEDA-BEDA", Suara ini biasa digunakan oleh ambulans saat membawa jenazah
"“Rekrutment Umum PLN Group Tingkat SMA/SMK, D-III, D-IV dan S1 Pelaksanaan Tahun 2021”","“Rekrutment Umum PLN GroupTingkat SMA/SMK, D-III, D-IV dan S1Pelaksanaan Tahun 20211"
3 ORANG MENINGGAL KARENA STB MELEDAK DI CIKANDE,kan kejadian STB (set top box) meledak di perumahan Cikande dan menyebabkan 3 korban jiwa
Pesan Berantai Sinyal Internet Dihentikan pada Pukul 18.00-20.00 dan Semua Aktifitas HP dipantau,Beredar sebuah postingan dari akun Facebook Jhony Dhamoth Baru berupa pesan berantai bahwa sinyal Internet akan diberhentikan di seluruh Indonesia pada pukul 18
COVID-19 VARIAN BARU HANYA BERBAHAYA BAGI YANG SUDAH DIVAKSIN,Covid-19 varian baru hanya berbahaya bagi yang sudah pernah divaksinasi Covid-19
USTAZ SOMAD DITANGKAP SOAL DIANGGAP SINGGUNG SALIB,Beredar foto Ustaz Abdul Somad ditangkap polisi karena dianggap menyinggung salib oleh sejumlah Ormas di NTT
"WARGA KALIAJIR, BANJARNEGARA POSITIF VIRUS CORONA"," Pada pesan menyebutkan alamat warga yang diisukan terkena Virus Corona, yaitu di RT 05/RW 05 Desa Kaliajir Kecamatan Purwanegara"
Tautan “untuk mengetahui siapa saja yang sering ngepoin facebook kita”,“Maaf izin tag kakak ganteng & cantik !!Sekedar ngasih tau ajah nih yang masih penasaran ? soal mantan kita / ada yang suka diem2 sama kita dan selalu ngepoin FACEBOOK PROFIL kita setiap harihttps://bit
PROGRAM DONASI DAGING MANUSIA UNTUK ATASI PERUBAHAN IKLIM,mengenai program donasi daging manusia untuk dapat mengatasi penyebab perubahan iklim
Aa Gym Menyikapi Selamat Natal," Pasalnya, informasi tersebut menyertakan nama Da’i kondang Abdullah Gymnastiar atau kerap disapa Aa Gym"
ARTIKEL MENGATASNAMAKAN BRIGJEN TNI (PURN) DR. MARDJO SUBIANDONO AJAK WARGA BANGUN…,ARTIKEL MENGATASNAMAKAN BRIGJEN TNI (PURN) DR
